text,sentiment
_sweetye I hope so,positive
is trying to find something to do tonight,neutral
 why are you sad?,negative
Strange day  I forget all what i can,negative
"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",neutral
 I sure hope so!,positive
I dont want to be ugly anymore,negative
not feelin 2day,neutral
" So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It`s what you love, right? Why not go for it!",positive
 Hott as Africa lol yeah its hot here too and its a big storm here,neutral
Ugggh. Its so nice out! I don`t want to be working with back-up dancers.,neutral
_ci ewww poor you  wish you all the best! thank God there is Rolland Garros this month isn`t?! ;P,neutral
its too early  i wanna go back to sleeep,neutral
#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod,negative
" If the drive is automatically ejecting supported discs (ie CD-R), and you can`t boot from a disc, it`s time for AppleCare",neutral
been awake 19 hours,neutral
Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,negative
The stratus is going bye bye today  i loved that car in high school #fb,positive
 ur welcome  u finished ur speech (typed it and written notes),positive
 Hey Mary! This Is My Twitter  (Karishmaa1) Luvv Youu ?,positive
PeeWee is napping on the couch.  http://apps.facebook.com/dogbook/profile/view/5608012,neutral
I hate it when I am in pain,negative
 me neither,neutral
Starting to get annoyed with socialscope. Need an update,negative
_cook you make me sad. Why do I like in canada? I can never watch these things. I should move. Know anyone who needs a roommate?,negative
 i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher`s life in the summer SUCKS,negative
Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,neutral
today was busy.. geez. getting ready then graduation,neutral
 http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&&eerie-silence.net,neutral
I need a blackberry,negative
 *hugs*  still feeling poorly are you,negative
"Heading to the office through a very quiet Stockholm, at least its not sunny",neutral
uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother`s dayy,negative
Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral
"Bad day, just got worse...",negative
"On another note, geoDefense Easy down. Onwards to the medium maps, where a whole other world of pain awaits my exploration!",negative
Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,negative
I had so much fun tonight!! But i am soo excited to get home and go to sleep,positive
 well i`m a little bit sick but i`m fine,neutral
I can`t upload a picture. Everything`s too big,negative
reunited and it feels so good,positive
Is going to sleep not peaceful  wanted to hear him say Good Night but that didn`t happen  Good Night everyone....,neutral
wishing i could go to CaBo tonight,positive
 - so sweet  why aren`t you out livin` it up this saturday night?,positive
" By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",neutral
 your not in school,neutral
_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by . Kudos.,positive
 HEY HEY ready to come to oklahoma?,neutral
" So far, so good. It`s still early, though!",positive
Sad that david is leaving tomoro. for a week.,negative
" thanks  and ill cross my fingers for you, that the rain will stop",positive
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative
" I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",neutral
"  ummm...last night when I DM`d you, you said it was a 'good' question.",positive
  Hey Wanda great to tweet with u and many thx for the info re dobro and what a fantastic sound. Son House is a fav of mine,positive
 anychance you can get matthew to give a shout out to my mum Sarah for mothers day! we saw 'Ghosts from girlfriends past today',neutral
" Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",positive
_Laurie my thoughts rae with you and your family,neutral
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,negative
 Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,positive
Last time we`ll get tacos like this.,neutral
"If any one is looking for  he is now at   (And if you don`t know him yet, follow him anyways, good guy)",positive
Enjoying my weekend with my sis  ****,positive
"It`s the weekend, its sunny..... and I got another puncture!!!",negative
 sure I would like some cream right now,positive
finally some effing internet! i effin need to update the wifi in SG malls. Idk how  i miss dada and craigie......,negative
"@ Little_Ren is lovely lovely, and so niceee",positive
 Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball,neutral
"Time for the hittin` the hay  Later tweeps. Ala Billy Cunningham, You are all Great Americans!",positive
Venti Black Ice Tea with 8 pumps of classic,neutral
" hey thought ud be on here most likely, im stressed out  i really dont know why  x",negative
 because i stopped today :S wish me luck.....  (had to overload first),positive
"flying is falling, getting distracted and missing the ground",neutral
I`m an incredibly happy person with 100% energy. Love to dance & laugh...the only thing that I know.I`m one of the most down to earth ppl,positive
 SS & i r @ the devon horse show. gettin` mostly rained out. lots of events have ben cancelled incl the coaches,neutral
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,negative
" Bill, likewise it was a pleasure- next time we should spend more time talking  #ims09",positive
 Sure thing!,neutral
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,positive
you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up,negative
 dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,negative
"i just saw a baby dove fall from a tree, break its neck and die  i tried to save it and couldnt. what a cruel world",negative
Crawling into bed super happy that the Penguins won tonight,positive
Happy Meal - B.O.B. toy  http://tinyurl.com/cjtqaf,positive
social was fun. Swam in the water in my boxers,positive
Happy birthday.,positive
Morning all - happy Star Wars day - May the 4th be with you!,positive
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),negative
wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,positive
 Definitley Miley,neutral
 Good to hear... several of my peeps are working tonight...,positive
 im sorry. i dont wanna cuz of how u act. u just turn right around and ignore me and all that,negative
" - You too, thanks for completing  Calvin Appreciated",positive
 Not any more.,negative
" If you see it at Nova on a Monday, tickets are only $8",neutral
Eating an apple... for once in my life!!! Thought you would like to know,neutral
"Every time it rains, I see at least 1 ambulance",negative
"_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",neutral
:  I`ve been!,neutral
 LoL....heeeyyy love! Not much working   and you,neutral
" Si, no bueno  I guess I just don`t entertain him :/",negative
 i wish i  would in california.....i m so sad,negative
"Okay I`m about to 'crawl' into bed and ummm ummm. We are about to talk. We need to talk about somethings, Good Night Tweeters.",positive
Good night all  Even though it`s morning for most of you lol,neutral
" Ok, which album to start with? After listening to Frank Black for years I found out he used to play in #Pixies.",neutral
Just got confirmed that itĂŻÂżÂ˝s pizza-time with some ex co-workers on friday...looking forward to it,positive
 If it makes you feel any better.. My Saturday night is lame as well. I heart you,neutral
" thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",positive
Happy mother`s day to all the mom`s! Love you mom,positive
"_joyner And he can`t even tell me.  Me and him are **** done, professionally. ****` ****.",negative
" Hee Hee! I only holiday in the gutter, try to get there once a week at least! Welcome! lol  ****",positive
haha so bored...but happy mothers day!,neutral
 16lbs is still a huge achievement though,positive
"yay! boxing!! although after the boxing, sparring & eating, have to spend the rest of the evening troubleshooting java code for hw.",neutral
" will u give ur mother anything special? I`ll make a cake and make sure mine gets a stressfree day =p cheesy, but it works",positive
posting my first tweet!!,neutral
Had to eat my sandwhich since guys were in a meeting. No sushi to brag about.,neutral
"sunny day, sunny outlook",neutral
My younger sister flies in next week for a two week visit. So blessed to look forward to seeing family members visit.,neutral
 Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,negative
 You are welcome.,positive
Oh no!  Nighty night.,neutral
Last day of CGI 09,neutral
": Oh. The voting is over!  But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",positive
workout stunk...no headphones.,neutral
 Well I can`t get Cupcake because I can`t connect to T-Mobile`s network because my SIM card is corrupted,negative
 She lives!  You were so Twitter quiet after the race. Recovering or celebrating?  ps. #20 Fem. in your 1st marathon Wow!,neutral
Tired and gunna go to bed soon!!! First time I`ve been online today!!  All ready for mother`s day tomorow,negative
 nvm i just got ur message that ur sick,neutral
Loll whats boyfriend #2 supposed to mean then?  its to cold,negative
_UK I`ll hopefully get a chance to play it tomorrow. Hope it`s good otherwise I`ve wasted so many points,positive
" went with john grisham instead... she was very pleased & never suspected a thing, lol. hope tomorrow is a better day for you",positive
Got about 2 hours sleep.,neutral
 hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,negative
Roll on Thursday,neutral
i think i like the workshop,positive
 road trip ftw  am playing with trains today so it`s all good here,positive
 very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive
good night..have to get up so early tomorrow,positive
having a great mothers day,positive
I want another shake from Ritas.Badly.,negative
 ... but i could barely speak! He was probably thinking `who is the weirdo?` LOOOOL. Say sorry to him for me please?  x <3,negative
"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",positive
going drinking tonight... drinking away the blues......,neutral
 Hello pal..nice 2 c u today...have a gr8 week,positive
Awe i feel so left out,negative
Its finally nice out... An hour before we leave,positive
Happy Mother`s day VALK!!,positive
 that`s a good attitude,positive
Grass mowed. I can haz playtime now? No?  says we have errands to run,neutral
Didn`t meet Rosie O Donnell but it was still a fun night,positive
"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",neutral
hates this weather,negative
" Hey OJ, I just want to ask, you hooked up with somebody ayt now?",neutral
 my boss. She`s moving to NYC,neutral
 aww that is sad,negative
Happy Mother`s Day! It will be a good day,positive
 Cause its true!!! It would!!! Hahaha... I Love YOU,positive
 nice one,positive
  Sending you both TONS of thankful love for Sock Summit. I can`t believe the utter **** that some people spew.,neutral
" _diva I know, I know...lol   That is the ONE song that stops me in my tracks on a dancefloor.  I just can`t...lol",neutral
" I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that`s why I`m back!",negative
 i quite like God Save Our King too,positive
finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,positive
my mum was really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,positive
Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,negative
my knees are sore after physio,negative
"Living down @ Alki without off-street parking BLOWS. 3:30p & there is no parking. Wkds are the worst, feel like a hostage.",negative
" Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",positive
At home alone with not much to do,neutral
Am hating my life at the moment. There`s only so many NOs my delicate little mind can take,negative
"few grilled mushrooms and olives, feta cheese and coffee for breakfast.. should i try to sleep now..?",neutral
  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy<3 love that dog,neutral
 No it`s not sad. Should make you proud,negative
Coffee didn`t turn out good tiday but excellent!,neutral
 I **** miss that band so so much,negative
"D-group Saturday`s, with a little bit of football, an hour nap, 3 hours of soccer, basketball in the TSU and Yogurtland... Life`s Good",positive
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",negative
watching miss cytheria,neutral
`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,positive
I have a headache. And I have nobody to keep me company.   _wants.to.be.a.kidd.again<3,negative
"Rain finally arriving, drat. Guess this means we`ll have to picnic in the living room instead of at WolfTrap tonite.",neutral
now we are cuddling.  girl cuddles are so fun and soft,positive
  My dog Nemo cause he wimpers every morning when I leave,neutral
" Haha, it`ll be gross by the time it comes back.    Tell you what .. we`ll Yum! Vancouver some malay spot soon, or just go indian",neutral
Farewell dinner with my kimmy. Last time i`ll see her in a while,negative
tonight was hilariouss  i loveeee everyone that was theree,positive
_collins I`m not sure I understand how this twitter thing works...,neutral
 Well now I`m gonna be on a mission to find their music,neutral
Laying in the bed boreddddd looking through old cookbooks for new recipes,negative
My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,positive
working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months,negative
Happy belated Birthday to Billy!! I forgot to say that on his bday.  I  feel aweful!,neutral
"Just chillin` in pjs after a short, but long week - why is someone continually knocking at my door?",neutral
"happy mother`s day to all the mama`s out there, be greatful and appreciate your mama",positive
 See you on may 16!!,neutral
I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,neutral
at work with a HUGE headache,negative
 I checked.  We didn`t win,neutral
how do you twitter?,neutral
 I see...,neutral
Little bottle jus for me   http://mypict.me/FLC,neutral
IT`S MOTHER`S DAY,neutral
Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks,negative
why does twitter hate me i cant put no photos on my page,negative
My Life Would Suck Without You - Kelly Clarkson,negative
Let`s continue being productive today,positive
"Whew. Finally done editing my Friendster account. Haha! Oh, geez. I`m hungry.",negative
 just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,neutral
" wish we could have surprised them and gone to H, but just couldn`t work it out.",neutral
" Good stuff, Smiles back? Why won`t you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x",positive
I`m gonna wear my new purple converse today,neutral
Look at how far away I`ve gone... locked away in a room trying to work in silence and yet... constant 'urgent' emails and IM`s persist,neutral
is playing Uno  http://plurk.com/p/rprl0,neutral
sitting on chloes little trike thingo its a girraffe  ill most probobly get yelled at with in the next minute or so! ohhh well,neutral
ROFL - me too.,neutral
I love my Maitu. N she loves me. Happy mothers day mama!,positive
 I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,neutral
Should not drink cheap wine,neutral
 im sorry. I fail.,negative
 and  why are u two fighting.,neutral
 I kno I kknow ... sigh... been on. but it sux,negative
"Hello everybody!  I`m back on the job, back from the children camp (someone had to look after my sis` pupils)... and totally exhausted",negative
Hoping I hear something soon about Krystles surgery,positive
 we are coming...won`t be there til around 9....can`t stay though,neutral
I hurt my foot in gym class.,negative
good morning. have to get ready to go to the hospital and get a cat scan. best wishes to you.,positive
":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",neutral
It`s too perfect outside to be at work,positive
" yay! now ill shall take your picture, and get a tattoo on my arm",neutral
" No offense taken..!  Just one of my many controversial views, I guess!",neutral
Wishing everyone a good night,positive
some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,neutral
Wow... my god the whole UI is sooo much snappier. It`s more responsive than TweetDeck now!  Tweets feel like IMs lol,neutral
 Ohh Emmm Geee. Souvlaki from Dimitris...I wanna go homeeee  LOL,positive
"is sipping OJ in the sun in San Pedro at La Soberana again, with sunny smiley Nita...  The garlic tomato paste is delicious! Yummy!!!",positive
_Cera That is so awesome  awwww.,positive
 lol ok then,neutral
I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego,neutral
dared to go back and look at that vid I made - I may take it down,neutral
 tehe. It was on the 9th,neutral
1st presentation for senior boards? FML,negative
"Internet, you were so fast! And now you are so slow! Where did the fast connection go?",neutral
"at work, with a swollen face  thank god it`s kohls though. I`m feelin fat. flip flops are about to break annnnd I get my hair done tonight",neutral
had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX,positive
what a great day,positive
Thank you all for the huge response w/ blessings & congratulations for us and Anna... We`re indeed a family in church  love that so much,positive
lasttt mondayyy of classs,neutral
 yen lol but i can only get the vid on my phone and ipod cant find the song  lol,negative
The Palm pre doesn`t record video,neutral
Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?,positive
Another nice day again! Working in Goderich today so I can walk & enjoy the weather,positive
. very much enjoyed your 'whats in a name' article,positive
 I`d like to put your fruity article on my website if you`ll permit,positive
Feeling the effects of the party last night. Drank far too much. 2 chicken burgers and one lamb burger. I did dance a fair bit tho.,neutral
 I`m sorry,negative
"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",neutral
Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.,negative
Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,positive
watching americas next top model yah haha,positive
" yes! fb, ah i miss you",negative
Hate be late,negative
", oh noooo!  if i blow a tire you`re reaaaally going to have to send up some batman smoke.",neutral
 http://twitpic.com/4wh5x - LUCKY! I`m so jealous even though I don`t like her that much,negative
"Writing and researching. Tired of being foolish, so I`m educating myself & moving forward. Gonna marry a white boy they do you right!!!",negative
Just read McDonald`s is actually running more ads than before the economic slowdown. Great. I`m lovin it.,positive
GRANADA BOWL WITH THE CREW! Birthday bowling for Fisch and me  http://twitpic.com/4wn29,neutral
 *kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,positive
" wow, that`s cool  bytheway, i love your new TV show",positive
Finished Death Du Jour. School`s out.  Nerd.,neutral
All I want is to see him tonight.  and I know it`s not gonna happen.,neutral
 anytime!.. literally hahaha,neutral
 Hahaha I miss Bradddd and all of the guys and KEITH.,negative
" look, i`m following you!",neutral
I am so full. No more food tonight... I don`t want no cake and ice cream at this party.,neutral
[-O] i wish the birthday massacre would come to australia  i think they said they`re thinking about it tho.. http://tinyurl.com/p6lfch,neutral
Laying ALONE!! Since Mook`s soo comfy in his f`n play pen. I thought it was ill at first now I don`t have no one to cuddle with...,negative
 rofl! we aren`t wearing dark grungy though! I asked bradie if it was ok he said yess,positive
 thanks  we did reviews today and i feel like idk anything. anyways. how r u?,positive
_Da_Realest hehe hell. I`m finna qet to drankin DAMNIT.,negative
Ugh I`m tired,negative
Kyle can make fart noises with his armpit,neutral
_  Leiiin I can play the introoo,neutral
" house probably resembling your kind of heaven no?  maybe Ciaran`s angels have moved in with you, hence inability to locate!",neutral
" Southridge was moved a week later cause of Swine flu, i think",neutral
_x ah that`s annoying,negative
 Rest then. It`s your day off!,neutral
" I`m guessing the belt thing is a no-go since I didn`t hear back..Sorry  Stop by this weekend, we`ll talk bout the ring, etc.",negative
   But he`s so adorable.,positive
"THIS IS ORIGINAL FROM YOURS TRULY...  'If you want to become wealthy, learn the things most ppl say they don`t have time for' -ME",neutral
: unfortunately not.  I have to take it to a repair shop or replace it.,negative
" 'ICANT LIVE, i cant live!!!' lmao. Oh and btw - oooowwwch my foot  hurry with that plaster, im going to bleed to death",negative
Time to take a astronomy test!,neutral
just wake up.and i got flu  http://plurk.com/p/x2zp6,negative
"Going to bed, in pain fell on my shoulder today. Good night",neutral
" ooh I`ve got that DVD, never got around to watching it   Is it any good?",neutral
" Oh, I is dubbed Breesaholic Insomniac #2  *feels special* oh! must add third Angel drink to post",neutral
 Umm yeah. That`s probably a pretty good note to self because eeeeeewwwwwwww.,positive
feeling lonely,negative
 I only do computers. Am hopeless at everything else,negative
"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",positive
 lady thinks shes watching scrubs... delusional.  shes bailing on our plans,negative
 I just found out 5 minutes ago  mama said his speech is still slurred but he seems to be doing ok,neutral
Sometimes i feel pathetic going to bed so early. Oh well.  i TOTALLY get clam chowder tomorrow! =D,negative
swoobs and swass.... why the hell is air not on TODAY when I am packing  blech,negative
" Smooches to you as well, have a great day!",positive
Greg back in the top 10. This is why I love Nascar.,positive
"  Yeah It Good But dont Click The Red X Because It Shuts It Down But Other Then That Its Good  And When U minimize It , It Goes..",positive
: Chillin` at home-watching a movie on tv & making some 'healthified' streusel coffee cake.,neutral
I`m so tired. I don`t get how I am. I sat on the lawn mower and didn`t push the whole **** thing.,negative
bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  & hopefully getting ears pierced again in a few weeks XD,positive
" If you click on Settings, there is a link to the public timeline at the bottom of that page.",neutral
 your`e a freak,neutral
"y do i even bother getting a new fone..i just **** break them anyway,,,fones dont float,,especially when thrown in the pool",negative
 that wasn`t nice,negative
" so which one are you The Good, The Bad or The Ugly",neutral
just got back from seeing Star Strek,neutral
"Back from the Gym, and sorting through my Inboxes",neutral
Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,positive
I have a stomach ache... Totally sucks,negative
 LOL I love my MacBook too. Oh and my iMac. Can`t decide which I love more. OK 24' iMac trumps 13' MacBook,positive
"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",negative
 given the way kunal khemu etc. starrers turn out..there is a high probability of it being `****` rather than `niche`!,negative
sun - where are you?,neutral
speakerphone with the bestie  love that kid http://tinyurl.com/qxyc2n,positive
 that`s not great  guy related??,neutral
wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,positive
 muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,positive
gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox <33,negative
 HAHAH you know you loved the hannah montana movie  it was aweesome,positive
Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,neutral
International Version of Stand By Me http://tiny.cc/pAVYi PlayingforChange.com,neutral
 NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,neutral
" I hear that, we`ve missed so many films due to insufficient fundage: Watchmen, Dark Knight, Star Trek.",neutral
really want to see JB3D.. cant wait for thursday,positive
" here btw, this is not a bot",neutral
 haiiii sankQ i`m fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks,neutral
 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,positive
"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",positive
... that`s all,neutral
I think that mowing the lawn should not be allowed to be done by teenagers. It sucks! Well off to mow.,negative
is so sorry for letting her down,negative
feeling really dizzy  not soo good,negative
I hate today.,negative
 glad you liked the gmail add-on too. We visual people like the asthetics to be right don`t we.,positive
   G`night!,neutral
 yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,neutral
_ I had curry shrimp yesterday lol I love seafood,positive
 OMG I just spit my drink out! RIP hair straightener!!,negative
 I have a new found respect for you now that I know you know the Konami code!,neutral
its raining!! gng for rain dance,neutral
liking my fake tan orange colour,positive
 I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,negative
"good day, ya`ll! happy mom`s day!",positive
About to Enjoy the Silence,positive
 Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,neutral
X-Men:Wolverine was hot! I say go watch it,positive
"is exhausted from a great weekend, and is looking forward to this week",neutral
I can`t wait to see UP! How dare  have a 'real' job. Probably going to have to wait until tomorrow.,neutral
 Everything,neutral
_apuya hey hey andrew!!! haha! ;P well happy mother`s day to your mum.,positive
 don`t go to logan square we`re pretty sure the shirt isn`t there  1 more philly local tmrw,negative
- It`s time for Kathleen to go to bed... waaaaay past time. Don`t expect to hear from me before noon. lol  Have a BLESSED morning.,neutral
 happy bday!,positive
white-water rafting in the tripics,neutral
"_ahoy yeah I really want one too!  Probably in the winter I may be able to get one, but until then.",neutral
 good luck tomorrow,positive
"standing here open hands and i know i can`t do this alone hold on, hold on, baby, hold on...geeez",neutral
  caught me at lunch today... you were correct of he stalking me,positive
 Hey!  Who are you closest to among all the Disney stars?  [I`m a Filipno too. D],neutral
just found two very moldy and squishy reasons why non cracker based foods aren`t allowed in the play room. When mom`s away...,neutral
Dang my own LDBF didnt give me a Follow Friday shot out,negative
"For the record, john mayer is freaking cool.",positive
like why the **** am i still up...maybe because im drunk as hell and had a great time tonight..**** was crazy,positive
"Graduation tonight  I`m gonna miss my boys...Mikey, Dustin, Miles, Charlie, Travy, Nicky, John, Jake, all my boys...I love you guys",positive
Left 'Up' due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,neutral
I really need to lose weight. Anybody wanna be my exercise-buddy?,neutral
i will be without an assistant for the next week,neutral
so...i really want to be home right now.,positive
It`s almost past 3. Time to go to bed,neutral
Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,neutral
stunning business cards! ashamed of mine  http://bit.ly/zpsQo,negative
Rest in peace marshall,negative
"    Shiv, his place, slowly I hope",positive
 in august with anberlin. they`re not headlining though  and yes there is a perth show,neutral
I`m sick!  it sucks! IM me! ohbabayy33,negative
good morning/midday nation!  FORMULA ONE IN ONE HOUR!,positive
Beautiful morning here in the mountains,positive
 i`m on twitter! go me. i have no idea how to work it.,neutral
"3 to go, and uploading photos to email would be ten tenenen tenen.. DONE",neutral
feels really sick.,negative
 Thanks for the concern. And checking up on me! Much appreciated,positive
about to go to my boo`s pad,neutral
 mega burguer was my lunch yesterday,neutral
webcam still wont work  evil stuffs.,negative
"Thank you, Gerbino, for forcing us starting junior year to make survey mockups. Let me tell you how super helpful this skill has been.",positive
"goin to bed, but must say i love that #justin timberlake and #mark martin are the #3 and #4 trending topics on twitter tonite!  rock.",neutral
"63 days of summer holiday left, and they are going way too slow! When will school get here???",negative
man im so sad school is ending  but then again high school might be better :O,neutral
 my baby shut me down,negative
 Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,neutral
 OH MAN I WOULD BUT I`M FRESH OUT,neutral
that`s two and a half hours completed now. chillaxing until half 2,neutral
"oh happy day!!! nice weather, smiling, happy baby and icecream later",positive
boo for all the season finales..,negative
"how is it, is it good?  _flora",neutral
HAPPY MOTHERS DAY!,positive
 I know.  I am definitely going to try and see Up this weekend.,positive
I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*,negative
_bach daps were the best lol,positive
my school is like the only one thats NOT on vacation.,neutral
Going into liverpool soon,neutral
ughhh have a tummy ache,negative
 Iiight thanks.,positive
 you know you lvoe me!,positive
"Spent the entire morning in a meeting w/ a vendor, and my boss was not happy w/ them. Lots of fun.  I had other plans for my morning",neutral
I wish I could get my nails done  stupid job,negative
eating halls cuz i have a sour throte,neutral
"staying afterschool today  not that i have any 'friends' on here - but if i did , i`d tell `em to text me ! lol [ likin` us <3 ]",positive
  okay for your Mom and My Mom too!,neutral
Just listened to condre scr and got an invitation to watch their live concert on June 20th in Munich http://bit.ly/DAXA0  #postrock,neutral
feels like spammers season .....is called summer season,neutral
_Fizz he`s really not into new people  I dunno em but he said he`d try,neutral
 ps love the new profile pic!,positive
"_fan76 ROFL!  THAT`S my problem, only two hands",negative
  May the 4th be with you too,positive
 Okay. I`m all out of ideas,neutral
 awww i`m sorry  what kind of fish did you have?,negative
"Two months ago, I became worthless.",negative
I went green yesterday and I was out so I missed it  do I get another certificate????,neutral
_w T`was not an interview in so much as it was a private chat,neutral
Livin on ur own iznt nice at all. I miss my mum,neutral
"I don`t think I`ve ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",negative
_22 ok so I`m having a complete insomniac moment. It`s 6am(almost) and I`m STILL awake. I hate when I can`t stop thinking!  mornin!,positive
"Dinner party was great!  Happy, full clients that is what I like to end my day with",positive
" I didnt mind the movie myself, may be because Im not that big a fangirl myself",neutral
_Janeway OOC: Goodnight,positive
" I just wanted to say, that you have the best screen name ever. That is all.",positive
 Yeahhh you do that lol,neutral
Just planted flovers in the school garden with my 3 yr old...VERY MUCKY but GREAT FUN,positive
sick to my stomach.. and i have a headache.. i wish someone could come rub my temples.,negative
 That doesn`t sound fun,negative
 I don`t know how to use this,neutral
****. Stephane doesn`t even feel sorry for me. Off to work then,negative
 yayy!!! Im gonna see you today! I miss you!,neutral
 was being sarcy as usual,negative
 lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,neutral
